date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,symbol,sector
2021-04-13,229.0,233.490005,228.5,232.0,232.0,5397100.0,5397100.0,3.0,1.31,231.33,"April 13, 21",0.0131,CRM,Technology
2021-04-12,229.520004,229.850006,227.149994,228.759995,228.759995,6205700.0,6205700.0,-0.76001,-0.331,228.58666,"April 12, 21",-0.00331,CRM,Technology
2021-04-09,224.330002,231.309998,223.630005,231.279999,231.279999,7319300.0,7319300.0,6.95,3.098,228.74,"April 09, 21",0.03098,CRM,Technology
2021-04-08,223.0,225.710007,222.449997,224.449997,224.449997,6169100.0,6169100.0,1.45,0.65,224.20333,"April 08, 21",0.0065,CRM,Technology
2021-04-07,221.960007,222.679993,219.389999,220.789993,220.789993,4403400.0,4403400.0,-1.17001,-0.527,220.95333,"April 07, 21",-0.00527,CRM,Technology
2021-04-06,219.820007,221.550003,218.25,221.089996,221.089996,5448500.0,5448500.0,1.26999,0.578,220.29667,"April 06, 21",0.00578,CRM,Technology
2021-04-05,219.610001,221.839996,218.929993,220.289993,220.289993,5553200.0,5553200.0,0.67999,0.31,220.35333,"April 05, 21",0.0031,CRM,Technology
2021-04-01,213.600006,218.929993,213.369995,218.720001,218.720001,7763500.0,7763500.0,5.11999,2.397,217.00666,"April 01, 21",0.02397,CRM,Technology
2021-03-31,210.440002,213.669998,210.110001,211.869995,211.869995,6838000.0,6838000.0,1.42999,0.68,211.88333,"March 31, 21",0.0068,CRM,Technology
2021-03-30,208.639999,211.289993,207.360001,210.0,210.0,4717900.0,4717900.0,1.36,0.652,209.55,"March 30, 21",0.00652,CRM,Technology
2021-03-29,209.009995,211.649994,205.990005,210.770004,210.770004,5686900.0,5686900.0,1.76001,0.842,209.47,"March 29, 21",0.00842,CRM,Technology
2021-03-26,205.639999,209.410004,204.770004,209.089996,209.089996,7333200.0,7333200.0,3.45,1.678,207.75667,"March 26, 21",0.01678,CRM,Technology
2021-03-25,206.169998,208.169998,204.369995,205.440002,205.440002,7977200.0,7977200.0,-0.73,-0.354,205.99333,"March 25, 21",-0.00354,CRM,Technology
2021-03-24,215.130005,215.279999,209.410004,209.529999,209.529999,4617700.0,4617700.0,-5.60001,-2.603,211.40667,"March 24, 21",-0.02603,CRM,Technology
2021-03-23,214.759995,217.429993,214.330002,215.0,215.0,4578000.0,4578000.0,0.24,0.112,215.58667,"March 23, 21",0.00112,CRM,Technology
2021-03-22,211.479996,216.979996,211.369995,215.169998,215.169998,5002500.0,5002500.0,3.69,1.745,214.50666,"March 22, 21",0.01745,CRM,Technology
2021-03-19,209.809998,212.75,209.070007,212.199997,212.199997,7088400.0,7088400.0,2.39,1.139,211.34,"March 19, 21",0.01139,CRM,Technology
2021-03-18,210.699997,211.380005,208.399994,209.479996,209.479996,5583200.0,5583200.0,-1.22,-0.579,209.75333,"March 18, 21",-0.00579,CRM,Technology
2021-03-17,213.520004,214.809998,210.860001,213.119995,213.119995,5805100.0,5805100.0,-0.40001,-0.187,212.93,"March 17, 21",-0.00187,CRM,Technology
2021-03-16,214.839996,216.690002,213.479996,214.479996,214.479996,5311000.0,5311000.0,-0.36,-0.168,214.88333,"March 16, 21",-0.00168,CRM,Technology
2021-03-15,211.850006,212.940002,209.5,212.800003,212.800003,5733700.0,5733700.0,0.95,0.448,211.74667,"March 15, 21",0.00448,CRM,Technology
2021-03-12,213.449997,213.850006,209.300003,212.210007,212.210007,6114600.0,6114600.0,-1.23999,-0.581,211.78667,"March 12, 21",-0.00581,CRM,Technology
2021-03-11,215.0,218.169998,214.350006,215.949997,215.949997,6431000.0,6431000.0,0.95,0.442,216.15667,"March 11, 21",0.00442,CRM,Technology
